session_id,event_type,screen_x,screen_y,timestamp,is_bot
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,498.0,411.0,964,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,541.0,451.0,1043,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,585.0,490.0,1106,1
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,87.0,94.0,402,1
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,172.0,167.0,449,1
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,258.0,240.0,528,1
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,343.0,313.0,560,1
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,429.0,386.0,624,1
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,514.0,459.0,673,1
0318cca9-8672-43a8-baa5-ab834dfaefc0,mouse_move,600.0,532.0,720,1
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,51.0,86.0,392,1
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,114.0,140.0,488,1
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,177.0,195.0,583,1
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,240.0,249.0,678,1
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,302.0,304.0,775,1
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,365.0,358.0,838,1
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,428.0,412.0,901,1
6e1c47d4-1520-4260-9996-3f7965ce6841,mouse_move,491.0,467.0,965,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,142.0,61.0,399,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,180.0,98.0,495,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,218.0,136.0,559,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,256.0,173.0,639,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,294.0,211.0,687,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,332.0,248.0,749,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,370.0,285.0,813,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,409.0,323.0,878,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,447.0,360.0,958,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,485.0,397.0,1053,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,523.0,435.0,1149,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,561.0,472.0,1249,1
6b4e9b0f-8fb9-4c5a-949c-7c7170d4c0cd,mouse_move,599.0,510.0,1343,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,175.0,100.0,407,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,192.0,125.0,487,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,210.0,150.0,599,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,227.0,174.0,648,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,244.0,199.0,727,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,262.0,224.0,807,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,279.0,249.0,903,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,296.0,274.0,966,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,314.0,298.0,1061,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,331.0,323.0,1109,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,348.0,348.0,1188,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,366.0,373.0,1236,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,383.0,398.0,1315,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,400.0,422.0,1395,1
d8f336eb-cd5c-4856-a6b3-f0ca29094e75,mouse_move,418.0,447.0,1492,1
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,174.0,70.0,421,1
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,254.0,123.0,469,1
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,334.0,175.0,501,1
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,414.0,228.0,611,1
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,494.0,281.0,708,1
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,574.0,334.0,788,1
bcf68fae-ea59-4a52-8f48-3b0d5889e285,mouse_move,654.0,386.0,868,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,76.0,133.0,398,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,120.0,157.0,445,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,163.0,181.0,492,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,207.0,205.0,555,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,250.0,228.0,607,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,294.0,252.0,654,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,337.0,276.0,718,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,381.0,300.0,782,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,424.0,324.0,862,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,468.0,348.0,973,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,511.0,371.0,1021,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,555.0,395.0,1100,1
15578127-d1cc-480f-a324-5111759bd5e4,mouse_move,598.0,419.0,1162,1
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,182.0,120.0,405,1
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,238.0,180.0,500,1
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,294.0,240.0,595,1
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,350.0,300.0,691,1
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,407.0,361.0,738,1
f8521615-843f-42d0-a313-e4738b0e7e2b,mouse_move,463.0,421.0,786,1
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,125.0,97.0,389,1
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,200.0,164.0,483,1
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,275.0,231.0,531,1
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,350.0,298.0,611,1
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,424.0,364.0,691,1
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,499.0,431.0,755,1
b4bcf78e-8233-4b21-a84d-107a11ded28e,mouse_move,574.0,498.0,804,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,84.0,78.0,410,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,140.0,119.0,458,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,197.0,161.0,538,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,253.0,202.0,618,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,309.0,243.0,712,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,366.0,284.0,776,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,422.0,326.0,824,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,479.0,367.0,903,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,535.0,408.0,958,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,591.0,449.0,1022,1
c73f4bd2-e086-45e7-b530-b187970090f4,mouse_move,648.0,491.0,1118,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,142.0,166.0,407,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,188.0,212.0,471,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,235.0,257.0,535,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,281.0,303.0,631,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,328.0,348.0,710,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,374.0,394.0,774,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,420.0,440.0,822,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,467.0,485.0,901,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,513.0,531.0,949,1
2070f341-0020-4040-b4f0-9169e4d39ae9,mouse_move,560.0,576.0,1031,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,136.0,160.0,403,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,179.0,187.0,514,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,223.0,214.0,594,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,266.0,241.0,657,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,310.0,268.0,703,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,353.0,295.0,800,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,397.0,322.0,847,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,440.0,349.0,957,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,484.0,376.0,1038,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,527.0,403.0,1096,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,571.0,430.0,1139,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,614.0,457.0,1239,1
f7ab23ad-67d9-4330-bc39-03482068eb9a,mouse_move,658.0,484.0,1302,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,78.0,81.0,393,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,118.0,114.0,489,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,159.0,147.0,569,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,199.0,180.0,631,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,239.0,212.0,731,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,279.0,245.0,827,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,320.0,278.0,875,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,360.0,311.0,966,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,400.0,344.0,1065,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,441.0,377.0,1161,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,481.0,410.0,1241,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,521.0,442.0,1337,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,561.0,475.0,1434,1
a2795b44-e424-4712-a353-fe83b7f823e1,mouse_move,602.0,508.0,1481,1
1bf2d3fb-14dd-4560-ba06-72d3f8f6f74c,mouse_move,107.0,152.0,391,1
1bf2d3fb-14dd-4560-ba06-72d3f8f6f74c,mouse_move,175.0,193.0,488,1
1bf2d3fb-14dd-4560-ba06-72d3f8f6f74c,mouse_move,243.0,235.0,535,1
1bf2d3fb-14dd-4560-ba06-72d3f8f6f74c,mouse_move,311.0,276.0,600,1
1bf2d3fb-14dd-4560-ba06-72d3f8f6f74c,mouse_move,379.0,317.0,696,1
1bf2d3fb-14dd-4560-ba06-72d3f8f6f74c,mouse_move,447.0,358.0,775,1
1bf2d3fb-14dd-4560-ba06-72d3f8f6f74c,mouse_move,515.0,400.0,855,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,133.0,87.0,411,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,176.0,136.0,475,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,218.0,185.0,571,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,260.0,235.0,618,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,303.0,284.0,666,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,346.0,333.0,730,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,388.0,382.0,810,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,430.0,431.0,884,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,473.0,481.0,965,1
7fba6c8e-f00e-4aab-9fe1-cd845faa40f7,mouse_move,516.0,530.0,1014,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,167.0,59.0,410,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,218.0,105.0,521,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,269.0,152.0,601,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,320.0,198.0,696,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,371.0,244.0,791,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,422.0,290.0,839,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,473.0,337.0,927,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,524.0,383.0,1025,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,575.0,429.0,1073,1
74d5f5d4-2c34-470b-bfad-9437c12aec26,mouse_move,626.0,476.0,1152,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,79.0,80.0,403,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,150.0,122.0,465,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,222.0,165.0,561,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,293.0,208.0,657,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,365.0,250.0,753,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,436.0,292.0,833,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,507.0,335.0,934,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,579.0,378.0,1014,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,650.0,420.0,1063,1
4b56e13d-bd80-47bd-9a93-8d17a3b71ddd,mouse_move,722.0,462.0,1145,1
c11d8c91-674e-42db-9538-b9a03b45b8ae,mouse_move,177.0,145.0,416,1
c11d8c91-674e-42db-9538-b9a03b45b8ae,mouse_move,224.0,182.0,480,1
c11d8c91-674e-42db-9538-b9a03b45b8ae,mouse_move,272.0,218.0,543,1
c11d8c91-674e-42db-9538-b9a03b45b8ae,mouse_move,319.0,255.0,639,1
